S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_437_length_3027_cov_1.383244	3027	correct
2326424	2327268	1	803	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_438_length_3022_cov_1.084260	95.04		True
local misassembly
2327429	2329647	804	3022	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_438_length_3022_cov_1.084260	98.24		True
CONTIG	NODE_438_length_3022_cov_1.084260	3022	correct
3217265	3220268	1	3017	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_439_length_3017_cov_1.168467	99.14		True
CONTIG	NODE_439_length_3017_cov_1.168467	3017	correct
2852671	2855686	3013	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_440_length_3013_cov_1.622042	99.6		True
CONTIG	NODE_440_length_3013_cov_1.622042	3013	correct
2204063	2207061	1	2999	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_441_length_2999_cov_1.108696	99.9		True
CONTIG	NODE_441_length_2999_cov_1.108696	2999	correct
913157	916236	2997	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_442_length_2997_cov_1.263766	95.47		True
CONTIG	NODE_442_length_2997_cov_1.263766	2997	correct
5045253	5047757	2505	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_443_length_2997_cov_1.074439	97.97		True
local misassembly
5044611	5045102	2997	2506	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_443_length_2997_cov_1.074439	98.39		True
CONTIG	NODE_443_length_2997_cov_1.074439	2997	correct
21478	24460	1	2983	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_444_length_2983_cov_1.542008	99.6		True
CONTIG	NODE_444_length_2983_cov_1.542008	2983	correct
4344410	4347384	1	2975	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_445_length_2975_cov_2.289726	99.76		True
CONTIG	NODE_445_length_2975_cov_2.289726	2975	correct
5566286	5569267	1	2974	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_446_length_2974_cov_1.149709	99.56		True
CONTIG	NODE_446_length_2974_cov_1.149709	2974	correct
743127	743385	259	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_447_length_2962_cov_1.098039	99.62		True
local misassembly
740305	743010	2962	260	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_447_length_2962_cov_1.098039	98.97		True
CONTIG	NODE_447_length_2962_cov_1.098039	2962	correct
844463	847504	1	2961	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_448_length_2961_cov_1.471783	97.24		True
CONTIG	NODE_448_length_2961_cov_1.471783	2961	correct
3972283	3975235	1	2953	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_449_length_2953_cov_1.549689	99.93		True
CONTIG	NODE_449_length_2953_cov_1.549689	2953	correct
181496	184444	1	2949	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_450_length_2949_cov_1.576710	99.83		True
CONTIG	NODE_450_length_2949_cov_1.576710	2949	correct
5699500	5702542	2947	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_451_length_2947_cov_1.396266	96.01		True
CONTIG	NODE_451_length_2947_cov_1.396266	2947	correct
5757073	5760006	2934	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_452_length_2934_cov_1.379646	99.66		True
CONTIG	NODE_452_length_2934_cov_1.379646	2934	correct
4564176	4564410	235	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_453_length_2927_cov_1.131267	98.3		True
local misassembly
4561370	4564037	2903	236	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_453_length_2927_cov_1.131267	99.36		True
CONTIG	NODE_453_length_2927_cov_1.131267	2927	correct
4458530	4461424	1	2895	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_454_length_2895_cov_1.503169	99.76		True
CONTIG	NODE_454_length_2895_cov_1.503169	2895	correct
956557	959440	1	2884	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_455_length_2884_cov_2.056557	99.51		True
CONTIG	NODE_455_length_2884_cov_2.056557	2884	correct
2577843	2580754	2873	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_456_length_2873_cov_1.585167	98.49		True
CONTIG	NODE_456_length_2873_cov_1.585167	2873	correct
3037536	3040394	2859	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_457_length_2859_cov_1.630528	99.3		True
CONTIG	NODE_457_length_2859_cov_1.630528	2859	correct
4624849	4627705	2857	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_458_length_2857_cov_2.429336	99.79		True
CONTIG	NODE_458_length_2857_cov_2.429336	2857	correct
4896560	4899414	1	2841	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_459_length_2841_cov_1.613424	98.7		True
CONTIG	NODE_459_length_2841_cov_1.613424	2841	correct
5692615	5695458	2838	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_460_length_2838_cov_1.556234	99.51		True
CONTIG	NODE_460_length_2838_cov_1.556234	2838	correct
836435	839295	1	2836	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_461_length_2836_cov_1.438332	98.64		True
CONTIG	NODE_461_length_2836_cov_1.438332	2836	correct
1850227	1853052	2826	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_462_length_2826_cov_1.273547	99.5		True
CONTIG	NODE_462_length_2826_cov_1.273547	2826	correct
2568796	2568923	2821	2695	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_463_length_2821_cov_1.203181	92.97		False
2251889	2253646	1639	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_463_length_2821_cov_1.203181	92.95		True
local misassembly
2251090	2251777	2327	1640	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_463_length_2821_cov_1.203181	99.85		True
local misassembly
2250632	2250994	2690	2328	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_463_length_2821_cov_1.203181	98.1		True
CONTIG	NODE_463_length_2821_cov_1.203181	2821	correct
1124043	1126861	2817	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_464_length_2817_cov_1.560463	98.19		True
CONTIG	NODE_464_length_2817_cov_1.560463	2817	correct
1432922	1433954	1	1033	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_465_length_2815_cov_1.136594	100.0		True
local misassembly
1434115	1435892	1034	2799	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_465_length_2815_cov_1.136594	99.33		True
CONTIG	NODE_465_length_2815_cov_1.136594	2815	correct
3348901	3351425	1	2525	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_466_length_2811_cov_1.255806	99.64		True
local misassembly
3351515	3351800	2526	2811	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_466_length_2811_cov_1.255806	100.0		True
CONTIG	NODE_466_length_2811_cov_1.255806	2811	correct
5428384	5431202	2807	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_467_length_2807_cov_1.649709	99.15		True
CONTIG	NODE_467_length_2807_cov_1.649709	2807	correct
5894491	5897286	2796	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_468_length_2796_cov_1.284203	99.89		True
CONTIG	NODE_468_length_2796_cov_1.284203	2796	correct
2128372	2131146	1	2775	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_469_length_2775_cov_1.526838	100.0		True
CONTIG	NODE_469_length_2775_cov_1.526838	2775	correct
2635690	2638519	1	2769	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_470_length_2769_cov_1.331982	97.17		True
CONTIG	NODE_470_length_2769_cov_1.331982	2769	correct
4235119	4236614	1	1485	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_471_length_2767_cov_1.363201	98.8		True
local misassembly
4236765	4238044	1486	2765	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_471_length_2767_cov_1.363201	99.84		True
CONTIG	NODE_471_length_2767_cov_1.363201	2767	correct
1554875	1557631	2757	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_472_length_2757_cov_1.591784	99.75		True
CONTIG	NODE_472_length_2757_cov_1.591784	2757	correct
3655192	3657954	2757	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_473_length_2757_cov_1.105107	99.64		True
CONTIG	NODE_473_length_2757_cov_1.105107	2757	correct
5727409	5729812	352	2755	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_474_length_2755_cov_2.168519	97.05		True
CONTIG	NODE_474_length_2755_cov_2.168519	2755	correct
2556862	2558240	1	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
3841998	3843376	1379	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
499828	501206	1379	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
5382520	5383898	1379	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
3043474	3044852	1379	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
3841997	3843370	2752	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
5382519	5383892	2752	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
3043473	3044846	2752	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
2556868	2558241	1379	2752	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
499827	501200	2752	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		False
4473537	4474915	1	1379	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		True
relocation, inconsistency = -1372
4473544	4474916	1380	2752	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_475_length_2752_cov_25.658139	99.78		True
CONTIG	NODE_475_length_2752_cov_25.658139	2752	misassembled
965653	968400	1	2748	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_476_length_2748_cov_1.715930	99.67		True
CONTIG	NODE_476_length_2748_cov_1.715930	2748	correct
3459686	3462502	2739	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_477_length_2739_cov_1.173994	96.81		True
CONTIG	NODE_477_length_2739_cov_1.173994	2739	correct
3375575	3378352	2736	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_478_length_2736_cov_1.356583	98.34		True
CONTIG	NODE_478_length_2736_cov_1.356583	2736	correct
4058130	4060942	2736	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_479_length_2736_cov_1.104439	96.91		True
CONTIG	NODE_479_length_2736_cov_1.104439	2736	correct
4316715	4319243	2529	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_480_length_2734_cov_1.649123	99.8		True
relocation, inconsistency = 2473553
1842957	1843161	2734	2530	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_480_length_2734_cov_1.649123	99.56		True
CONTIG	NODE_480_length_2734_cov_1.649123	2734	misassembled
1860510	1863239	1	2730	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_481_length_2730_cov_1.197009	99.08		True
CONTIG	NODE_481_length_2730_cov_1.197009	2730	correct
5489923	5492648	2726	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_482_length_2726_cov_1.179708	99.6		True
CONTIG	NODE_482_length_2726_cov_1.179708	2726	correct
115373	118071	1	2699	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_483_length_2699_cov_1.691755	95.59		True
CONTIG	NODE_483_length_2699_cov_1.691755	2699	correct
1407374	1410111	2699	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_484_length_2699_cov_1.365356	98.5		True
CONTIG	NODE_484_length_2699_cov_1.365356	2699	correct
2761408	2762372	1699	2687	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_485_length_2692_cov_34.358362	95.56		True
CONTIG	NODE_485_length_2692_cov_34.358362	2692	correct_unaligned
2757495	2759146	1	1651	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_486_length_2682_cov_27.443091	99.03		True
CONTIG	NODE_486_length_2682_cov_27.443091	2682	correct
3414039	3416717	2679	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_487_length_2679_cov_2.004192	99.7		True
CONTIG	NODE_487_length_2679_cov_2.004192	2679	correct
4868612	4871427	2677	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_488_length_2677_cov_1.034325	93.98		True
CONTIG	NODE_488_length_2677_cov_1.034325	2677	correct
4361177	4363903	1	2665	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_489_length_2665_cov_1.308046	97.43		True
CONTIG	NODE_489_length_2665_cov_1.308046	2665	correct
489374	489535	1	162	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_490_length_2664_cov_1.194327	99.45		True
relocation, inconsistency = -412395
77141	79226	163	2220	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_490_length_2664_cov_1.194327	98.27		True
local misassembly
79401	79841	2224	2664	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_490_length_2664_cov_1.194327	99.77		True
CONTIG	NODE_490_length_2664_cov_1.194327	2664	misassembled
2123198	2125856	1	2659	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_491_length_2659_cov_50.603303	100.0	True	True
2402483	2405141	1	2659	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_491_length_2659_cov_50.603303	100.0	True	True
1748593	1751251	1	2659	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_491_length_2659_cov_50.603303	100.0	True	True
CONTIG	NODE_491_length_2659_cov_50.603303	2659	ambiguous
3691804	3694460	1	2657	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_492_length_2657_cov_1.749039	99.51		True
CONTIG	NODE_492_length_2657_cov_1.749039	2657	correct
4971889	4974615	1	2653	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_493_length_2653_cov_1.589684	96.85		True
CONTIG	NODE_493_length_2653_cov_1.589684	2653	correct
5187796	5188335	540	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_494_length_2650_cov_2.134489	90.37		False
5187297	5187366	70	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_494_length_2650_cov_2.134489	94.04		True
local misassembly
5184961	5187539	2649	71	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_494_length_2650_cov_2.134489	98.49		True
CONTIG	NODE_494_length_2650_cov_2.134489	2650	correct
2476190	2477188	999	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_495_length_2645_cov_0.935521	99.5		True
local misassembly
2475491	2476062	1556	1000	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_495_length_2645_cov_0.935521	96.88		True
local misassembly
2474183	2475271	2645	1557	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_495_length_2645_cov_0.935521	99.63		True
CONTIG	NODE_495_length_2645_cov_0.935521	2645	correct
3372945	3375572	2630	3	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_496_length_2630_cov_1.311845	99.81		True
CONTIG	NODE_496_length_2630_cov_1.311845	2630	correct
2168383	2169990	1609	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_497_length_2625_cov_1.250584	99.56		True
local misassembly
2167269	2168280	2621	1610	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_497_length_2625_cov_1.250584	99.9		True
CONTIG	NODE_497_length_2625_cov_1.250584	2625	correct
3475791	3478416	1	2614	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_498_length_2614_cov_1.570926	99.31		True
CONTIG	NODE_498_length_2614_cov_1.570926	2614	correct
890247	892837	2592	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_499_length_2592_cov_1.803705	98.88		True
CONTIG	NODE_499_length_2592_cov_1.803705	2592	correct
2061890	2064493	2578	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_500_length_2583_cov_1.497231	98.31		True
CONTIG	NODE_500_length_2583_cov_1.497231	2583	correct
1758319	1760884	1	2566	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_501_length_2566_cov_1.395062	99.06		True
CONTIG	NODE_501_length_2566_cov_1.395062	2566	correct
840043	842602	1	2563	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_502_length_2564_cov_1.157035	99.3		True
CONTIG	NODE_502_length_2564_cov_1.157035	2564	correct
3850132	3852718	2544	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_503_length_2544_cov_1.435918	98.07		True
CONTIG	NODE_503_length_2544_cov_1.435918	2544	correct
5628696	5631226	2531	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_504_length_2539_cov_1.592995	99.88		True
CONTIG	NODE_504_length_2539_cov_1.592995	2539	correct
3614194	3616739	1	2537	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_505_length_2537_cov_1.380338	99.61		True
CONTIG	NODE_505_length_2537_cov_1.380338	2537	correct
2610336	2612915	1	2524	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_506_length_2534_cov_1.304962	97.64		True
CONTIG	NODE_506_length_2534_cov_1.304962	2534	correct
547334	549860	1	2522	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_507_length_2522_cov_1.491690	99.37		True
CONTIG	NODE_507_length_2522_cov_1.491690	2522	correct
608549	611056	2508	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_508_length_2508_cov_1.309825	99.84		True
CONTIG	NODE_508_length_2508_cov_1.309825	2508	correct
4341783	4343557	1	1775	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_509_length_2506_cov_1.602203	99.94		True
local misassembly
4343676	4344404	1776	2504	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_509_length_2506_cov_1.602203	99.45		True
CONTIG	NODE_509_length_2506_cov_1.602203	2506	correct
6180907	6183500	1	2505	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_510_length_2505_cov_1.720816	96.14		True
CONTIG	NODE_510_length_2505_cov_1.720816	2505	correct
1417845	1420344	2502	3	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_511_length_2502_cov_1.316306	99.92		True
CONTIG	NODE_511_length_2502_cov_1.316306	2502	correct
820665	823282	2502	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_512_length_2502_cov_1.129955	95.57		True
CONTIG	NODE_512_length_2502_cov_1.129955	2502	correct
4148505	4151005	2501	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_513_length_2501_cov_1.258790	99.56		True
CONTIG	NODE_513_length_2501_cov_1.258790	2501	correct
3651797	3654265	2458	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_514_length_2491_cov_1.144089	99.19		True
CONTIG	NODE_514_length_2491_cov_1.144089	2491	correct
3839440	3841897	1	2458	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_515_length_2480_cov_1.644948	99.1		True
CONTIG	NODE_515_length_2480_cov_1.644948	2480	correct
4998538	5000244	1707	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_516_length_2479_cov_1.496700	99.65		True
local misassembly
4997626	4998395	2479	1710	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_516_length_2479_cov_1.496700	99.61		True
CONTIG	NODE_516_length_2479_cov_1.496700	2479	correct
4549467	4551992	1	2478	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_517_length_2478_cov_1.312423	97.7		True
CONTIG	NODE_517_length_2478_cov_1.312423	2478	correct
5905172	5907640	2470	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_518_length_2470_cov_1.484058	99.31		True
CONTIG	NODE_518_length_2470_cov_1.484058	2470	correct
1432274	1434736	2463	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_519_length_2463_cov_380.285299	99.88	True	True
1632560	1635022	1	2463	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_519_length_2463_cov_380.285299	99.55	True	True
CONTIG	NODE_519_length_2463_cov_380.285299	2463	ambiguous
2269903	2272402	2461	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_520_length_2461_cov_1.091022	97.76		True
CONTIG	NODE_520_length_2461_cov_1.091022	2461	correct
669200	671692	2459	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_521_length_2459_cov_1.510399	98.36		True
CONTIG	NODE_521_length_2459_cov_1.510399	2459	correct
4875516	4877725	1	2204	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_522_length_2446_cov_1.214136	99.23		True
local misassembly
4877893	4878134	2205	2446	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_522_length_2446_cov_1.214136	100.0		True
CONTIG	NODE_522_length_2446_cov_1.214136	2446	correct
331555	334033	1	2445	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_523_length_2445_cov_1.260251	98.63		True
CONTIG	NODE_523_length_2445_cov_1.260251	2445	correct
446458	448899	1	2442	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_524_length_2442_cov_1.658148	99.8		True
CONTIG	NODE_524_length_2442_cov_1.658148	2442	correct
3411570	3414010	2441	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_525_length_2441_cov_1.767812	99.39		True
CONTIG	NODE_525_length_2441_cov_1.767812	2441	correct
881303	882584	1282	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_526_length_2433_cov_1.130362	99.92		True
local misassembly
880009	881163	2433	1283	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_526_length_2433_cov_1.130362	99.05		True
CONTIG	NODE_526_length_2433_cov_1.130362	2433	correct
201382	203810	2429	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_527_length_2429_cov_1.292334	100.0		True
CONTIG	NODE_527_length_2429_cov_1.292334	2429	correct
4517860	4520234	1	2375	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_528_length_2424_cov_2.000422	99.92		True
CONTIG	NODE_528_length_2424_cov_2.000422	2424	correct
4935706	4938123	1	2418	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_529_length_2418_cov_1.898011	99.83		True
CONTIG	NODE_529_length_2418_cov_1.898011	2418	correct
1470243	1472635	32	2418	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_530_length_2418_cov_1.885315	99.46		True
CONTIG	NODE_530_length_2418_cov_1.885315	2418	correct
5760176	5762583	2410	3	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_531_length_2410_cov_1.816561	99.58		True
CONTIG	NODE_531_length_2410_cov_1.816561	2410	correct
3722431	3724852	2410	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_532_length_2410_cov_1.433121	99.38		True
CONTIG	NODE_532_length_2410_cov_1.433121	2410	correct
485099	487563	2405	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_533_length_2410_cov_1.428875	97.32		True
CONTIG	NODE_533_length_2410_cov_1.428875	2410	correct
482689	485095	2407	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_534_length_2407_cov_1.948554	99.46		True
CONTIG	NODE_534_length_2407_cov_1.948554	2407	correct
2402672	2405076	2405	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_535_length_2405_cov_1.374468	99.29		True
CONTIG	NODE_535_length_2405_cov_1.374468	2405	correct
2486251	2488671	39	2401	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_536_length_2401_cov_1.618073	97.4		True
CONTIG	NODE_536_length_2401_cov_1.618073	2401	correct
968663	971050	2388	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_537_length_2388_cov_1.813545	99.54		True
CONTIG	NODE_537_length_2388_cov_1.813545	2388	correct
5990285	5992797	2387	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_538_length_2387_cov_0.996569	94.75		True
CONTIG	NODE_538_length_2387_cov_0.996569	2387	correct
5697112	5699496	2385	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_539_length_2385_cov_1.914592	99.58		True
CONTIG	NODE_539_length_2385_cov_1.914592	2385	correct
2017497	2019117	1621	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_540_length_2384_cov_1.360670	99.75		True
local misassembly
2016611	2017363	2367	1622	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_540_length_2384_cov_1.360670	98.94		True
CONTIG	NODE_540_length_2384_cov_1.360670	2384	correct
4479085	4479357	1	273	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_541_length_2383_cov_1.220790	99.28		True
local misassembly
4479476	4481577	274	2375	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_541_length_2383_cov_1.220790	99.48		True
CONTIG	NODE_541_length_2383_cov_1.220790	2383	correct
2000865	2002545	1	1681	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_542_length_2373_cov_1.500431	99.82		True
local misassembly
2002633	2003377	1682	2373	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_542_length_2373_cov_1.500431	92.37		True
CONTIG	NODE_542_length_2373_cov_1.500431	2373	correct
1977210	1979569	1	2360	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_543_length_2360_cov_1.384382	99.66		True
CONTIG	NODE_543_length_2360_cov_1.384382	2360	correct
1692184	1694534	1	2351	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_544_length_2351_cov_3.325348	99.74		True
CONTIG	NODE_544_length_2351_cov_3.325348	2351	correct
4627914	4630260	2349	3	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_545_length_2349_cov_1.781604	99.53		True
CONTIG	NODE_545_length_2349_cov_1.781604	2349	correct
3499445	3501788	2344	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_546_length_2344_cov_1.656619	99.7		True
CONTIG	NODE_546_length_2344_cov_1.656619	2344	correct
3976766	3979109	1	2344	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_547_length_2344_cov_1.262123	99.79		True
CONTIG	NODE_547_length_2344_cov_1.262123	2344	correct
3050983	3053291	4	2312	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_548_length_2341_cov_1.559930	99.87		True
CONTIG	NODE_548_length_2341_cov_1.559930	2341	correct
550627	552948	1	2322	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_549_length_2322_cov_1.794001	99.7		True
CONTIG	NODE_549_length_2322_cov_1.794001	2322	correct
4827698	4830092	1	2317	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_550_length_2317_cov_1.309019	96.53		True
CONTIG	NODE_550_length_2317_cov_1.309019	2317	correct
2099207	2101520	11	2313	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_551_length_2313_cov_1.447298	98.96		True
CONTIG	NODE_551_length_2313_cov_1.447298	2313	correct
