S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_39_length_133707_cov_87.220752	133707	correct
450106	525784	75679	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_40_length_133478_cov_92.870232	100.0		True
local misassembly
392918	450716	133478	75680	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_40_length_133478_cov_92.870232	100.0		True
CONTIG	NODE_40_length_133478_cov_92.870232	133478	correct
2997640	3130195	132556	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_41_length_132556_cov_110.604758	100.0		True
CONTIG	NODE_41_length_132556_cov_110.604758	132556	correct
4833328	4858479	1	25164	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_42_length_129157_cov_225.706039	99.54		True
local misassembly
4858419	4962249	25326	129157	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_42_length_129157_cov_225.706039	99.7		True
CONTIG	NODE_42_length_129157_cov_225.706039	129157	correct
5915471	5925966	1	10461	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_43_length_125107_cov_225.920337	99.17		True
relocation, inconsistency = -1004
5930760	6039582	16259	125107	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_43_length_125107_cov_225.920337	99.55		True
CONTIG	NODE_43_length_125107_cov_225.920337	125107	misassembled
3471140	3583481	112343	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_44_length_112343_cov_102.602059	100.0		True
CONTIG	NODE_44_length_112343_cov_102.602059	112343	correct
1639080	1748244	1	109165	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_45_length_109165_cov_176.559481	100.0		True
CONTIG	NODE_45_length_109165_cov_176.559481	109165	correct
961716	1070013	108298	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_46_length_108298_cov_169.322968	100.0		True
CONTIG	NODE_46_length_108298_cov_169.322968	108298	correct
2406780	2514327	107548	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_47_length_107600_cov_82.046074	100.0		True
CONTIG	NODE_47_length_107600_cov_82.046074	107600	correct
4392495	4498234	1	105741	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_48_length_105741_cov_78.970564	100.0		True
CONTIG	NODE_48_length_105741_cov_78.970564	105741	correct
4508627	4614309	1	105685	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_49_length_105685_cov_97.210707	100.0		True
CONTIG	NODE_49_length_105685_cov_97.210707	105685	correct
1105375	1207805	102431	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_50_length_102484_cov_82.325601	100.0		True
CONTIG	NODE_50_length_102484_cov_82.325601	102484	correct
2304467	2406788	1	102322	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_51_length_102375_cov_114.799384	99.99		True
CONTIG	NODE_51_length_102375_cov_114.799384	102375	correct
3263529	3365606	52	102129	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_52_length_102129_cov_83.543880	100.0		True
CONTIG	NODE_52_length_102129_cov_83.543880	102129	correct
2129485	2228153	98717	49	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_53_length_98717_cov_238.816069	100.0		True
CONTIG	NODE_53_length_98717_cov_238.816069	98717	correct
630406	630515	83865	83756	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	100.0		False
711997	721614	9618	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	99.28		True
local misassembly
703162	712685	19141	9619	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	99.35		True
relocation, inconsistency = 13908
681341	689219	27054	19176	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	99.3		True
local misassembly
656594	680157	51822	28261	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	99.54		True
relocation, inconsistency = -2990
655203	656593	56203	54813	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	98.63		True
local misassembly
630516	654090	80908	57334	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_54_length_94827_cov_236.595746	99.38		True
CONTIG	NODE_54_length_94827_cov_236.595746	94827	misassembled
4962250	5050782	28	88560	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_55_length_88816_cov_213.044107	99.16		True
CONTIG	NODE_55_length_88816_cov_213.044107	88816	correct
3946895	4035219	1	88326	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_56_length_88326_cov_105.982792	100.0		True
CONTIG	NODE_56_length_88326_cov_105.982792	88326	correct
1247975	1335537	53	87616	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_57_length_87626_cov_150.208517	99.47		True
CONTIG	NODE_57_length_87626_cov_150.208517	87626	correct
1979271	2066230	56	87015	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_58_length_87015_cov_83.644135	100.0		True
CONTIG	NODE_58_length_87015_cov_83.644135	87015	correct
4554322	4588627	34330	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_59_length_85190_cov_135.513126	99.32		True
local misassembly
4533602	4553808	54509	34331	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_59_length_85190_cov_135.513126	99.33		True
relocation, inconsistency = -1042
4528761	4534643	60392	54510	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_59_length_85190_cov_135.513126	99.77		True
local misassembly
4503735	4528533	85190	60393	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_59_length_85190_cov_135.513126	99.76		True
CONTIG	NODE_59_length_85190_cov_135.513126	85190	misassembled
4040791	4094626	1	53836	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_60_length_83096_cov_76.071808	99.99		True
local misassembly
4094719	4123928	53837	83046	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_60_length_83096_cov_76.071808	100.0		True
CONTIG	NODE_60_length_83096_cov_76.071808	83096	correct
4213112	4296002	82891	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_61_length_82891_cov_78.598617	100.0		True
CONTIG	NODE_61_length_82891_cov_78.598617	82891	correct
609297	687900	1	78604	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_62_length_78604_cov_117.113840	100.0		True
CONTIG	NODE_62_length_78604_cov_117.113840	78604	correct
2615362	2692030	76672	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_63_length_76727_cov_363.253365	99.99		True
CONTIG	NODE_63_length_76727_cov_363.253365	76727	correct
3187374	3263537	1	76164	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_64_length_76218_cov_91.215065	100.0		True
CONTIG	NODE_64_length_76218_cov_91.215065	76218	correct
789292	865207	75934	10	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_65_length_75934_cov_249.610222	99.99		True
CONTIG	NODE_65_length_75934_cov_249.610222	75934	correct
887004	961770	74768	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_66_length_74768_cov_131.174829	100.0		True
CONTIG	NODE_66_length_74768_cov_131.174829	74768	correct
1	9710	9710	1	NC_000964.3_NC_000964.3	NODE_67_length_70248_cov_47.838802	100.0		True
fake: not a misassembly [linear representation of circular genome]
4155070	4215606	70248	9711	NC_000964.3_NC_000964.3	NODE_67_length_70248_cov_47.838802	100.0		True
CONTIG	NODE_67_length_70248_cov_47.838802	70248	correct
3667382	3737141	1	69726	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_68_length_69779_cov_116.134516	99.95		True
CONTIG	NODE_68_length_69779_cov_116.134516	69779	correct
1397189	1466490	69302	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_69_length_69302_cov_91.072032	99.94		True
CONTIG	NODE_69_length_69302_cov_91.072032	69302	correct
5189181	5241843	67400	14729	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_70_length_67400_cov_195.507536	99.43		True
CONTIG	NODE_70_length_67400_cov_195.507536	67400	correct
2102894	2170223	1	67330	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_71_length_67330_cov_107.662311	100.0		True
CONTIG	NODE_71_length_67330_cov_107.662311	67330	correct
4326284	4392412	66129	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_72_length_66129_cov_69.806913	100.0		True
CONTIG	NODE_72_length_66129_cov_69.806913	66129	correct
2757424	2757549	126	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_73_length_65668_cov_170.363800	98.41		False
3778655	3812755	2527	36618	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_73_length_65668_cov_170.363800	99.26		True
local misassembly
3812843	3841897	36619	65624	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_73_length_65668_cov_170.363800	99.29		True
CONTIG	NODE_73_length_65668_cov_170.363800	65668	correct
727223	785338	1	58103	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_74_length_60334_cov_133.062825	99.33		True
CONTIG	NODE_74_length_60334_cov_133.062825	60334	correct
101190	160863	59674	1	NC_000964.3_NC_000964.3	NODE_75_length_59674_cov_31.544290	100.0		True
CONTIG	NODE_75_length_59674_cov_31.544290	59674	correct
2229305	2288970	59666	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_76_length_59666_cov_82.335425	100.0		True
CONTIG	NODE_76_length_59666_cov_82.335425	59666	correct
1671364	1730507	25	59160	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_77_length_59160_cov_164.503663	99.53		True
CONTIG	NODE_77_length_59160_cov_164.503663	59160	correct
1570811	1629252	52	58552	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_78_length_58552_cov_189.438535	99.89		True
CONTIG	NODE_78_length_58552_cov_189.438535	58552	correct
2521473	2579879	1	58407	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_79_length_58407_cov_113.166867	100.0		True
CONTIG	NODE_79_length_58407_cov_113.166867	58407	correct
2171374	2229359	57984	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_80_length_57984_cov_100.633897	100.0		True
CONTIG	NODE_80_length_57984_cov_100.633897	57984	correct
1470462	1528238	57777	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_81_length_57777_cov_67.743356	100.0		True
CONTIG	NODE_81_length_57777_cov_67.743356	57777	correct
1651135	1708708	57573	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_82_length_57624_cov_83.281106	100.0		True
CONTIG	NODE_82_length_57624_cov_83.281106	57624	correct
4588657	4646061	22	57413	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_83_length_57466_cov_180.020867	99.41		True
CONTIG	NODE_83_length_57466_cov_180.020867	57466	correct
3366701	3423472	56772	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_84_length_56772_cov_76.797380	99.99		True
CONTIG	NODE_84_length_56772_cov_76.797380	56772	correct
1571847	1628358	1	56512	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_85_length_56512_cov_79.743522	100.0		True
CONTIG	NODE_85_length_56512_cov_79.743522	56512	correct
35314	90554	1	55241	NC_000964.3_NC_000964.3	NODE_86_length_55241_cov_44.457815	100.0		True
CONTIG	NODE_86_length_55241_cov_44.457815	55241	correct
168575	223519	54945	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_87_length_54996_cov_92.266358	100.0		True
CONTIG	NODE_87_length_54996_cov_92.266358	54996	correct
3131292	3186146	54855	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_88_length_54855_cov_94.241679	100.0		True
CONTIG	NODE_88_length_54855_cov_94.241679	54855	correct
4309916	4310819	6461	5558	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_89_length_53694_cov_265.740804	99.23		True
relocation, inconsistency = -786090
5072399	5086973	30008	15494	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_89_length_53694_cov_265.740804	98.55		True
relocation, inconsistency = -1450
5055626	5069017	48231	34840	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_89_length_53694_cov_265.740804	99.25		True
local misassembly
5050782	5053630	53634	50786	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_89_length_53694_cov_265.740804	99.16		True
CONTIG	NODE_89_length_53694_cov_265.740804	53694	misassembled
1520191	1570807	50678	56	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_90_length_50678_cov_150.062205	99.99		True
CONTIG	NODE_90_length_50678_cov_150.062205	50678	correct
4720069	4767869	123	47924	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_91_length_47924_cov_126.003447	99.46		True
CONTIG	NODE_91_length_47924_cov_126.003447	47924	correct
2122521	2170093	47576	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_92_length_47795_cov_136.234353	99.38		True
CONTIG	NODE_92_length_47795_cov_136.234353	47795	correct
2103235	2116525	16595	3306	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_93_length_43757_cov_158.513661	99.2		True
local misassembly
2076964	2104092	43724	16596	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_93_length_43757_cov_158.513661	99.45		True
CONTIG	NODE_93_length_43757_cov_158.513661	43757	correct
4614367	4641652	1	27286	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_94_length_42727_cov_92.949006	100.0		True
fake: not a misassembly [linear representation of circular genome]
1	15441	27287	42727	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_94_length_42727_cov_92.949006	100.0		True
CONTIG	NODE_94_length_42727_cov_92.949006	42727	correct
950847	993367	69	42574	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_95_length_42579_cov_144.737936	99.61		True
CONTIG	NODE_95_length_42579_cov_144.737936	42579	correct
4123922	4166353	51	42482	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_96_length_42482_cov_94.063379	100.0		True
CONTIG	NODE_96_length_42482_cov_94.063379	42482	correct
738642	780608	41967	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_97_length_41967_cov_92.415680	100.0		True
CONTIG	NODE_97_length_41967_cov_92.415680	41967	correct
1529120	1570724	41605	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_98_length_41605_cov_108.027702	99.97		True
CONTIG	NODE_98_length_41605_cov_108.027702	41605	correct
4672934	4714455	46	41594	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_99_length_41594_cov_134.554082	99.46		True
CONTIG	NODE_99_length_41594_cov_134.554082	41594	correct
339880	381312	41434	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_100_length_41434_cov_102.720462	99.99		True
CONTIG	NODE_100_length_41434_cov_102.720462	41434	correct
3428940	3470218	1	41279	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_101_length_41279_cov_64.756671	100.0		True
CONTIG	NODE_101_length_41279_cov_64.756671	41279	correct
2407585	2409995	1	2411	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_102_length_40929_cov_293.031878	100.0		True
relocation, inconsistency = -1174
2408822	2447327	2412	40917	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_102_length_40929_cov_293.031878	99.99		True
CONTIG	NODE_102_length_40929_cov_293.031878	40929	misassembled
228951	257907	1	28957	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_103_length_40868_cov_93.417906	99.99		True
local misassembly
258684	270593	28958	40868	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_103_length_40868_cov_93.417906	99.99		True
CONTIG	NODE_103_length_40868_cov_93.417906	40868	correct
526666	566825	40160	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_104_length_40160_cov_89.136068	100.0		True
CONTIG	NODE_104_length_40160_cov_89.136068	40160	correct
4281739	4292574	10893	54	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_105_length_39211_cov_151.461309	99.08		True
relocation, inconsistency = -3996
4257416	4281752	39211	14876	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_105_length_39211_cov_151.461309	99.63		True
CONTIG	NODE_105_length_39211_cov_151.461309	39211	misassembled
4794219	4833166	38946	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_106_length_38946_cov_220.772030	99.43		True
CONTIG	NODE_106_length_38946_cov_220.772030	38946	correct
5241836	5264145	22309	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_107_length_37029_cov_335.707957	99.41		True
CONTIG	NODE_107_length_37029_cov_335.707957	37029	correct
3584145	3619327	1	35183	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_108_length_35183_cov_90.997153	100.0		True
CONTIG	NODE_108_length_35183_cov_90.997153	35183	correct
2486251	2521314	44	35106	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_109_length_35106_cov_136.561553	99.61		True
CONTIG	NODE_109_length_35106_cov_136.561553	35106	correct
696776	729790	33015	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_110_length_33015_cov_78.371663	100.0		True
CONTIG	NODE_110_length_33015_cov_78.371663	33015	correct
1791227	1812538	21312	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_111_length_32843_cov_167.018391	100.0		True
local misassembly
1780549	1792115	32820	21313	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_111_length_32843_cov_167.018391	99.49		True
CONTIG	NODE_111_length_32843_cov_167.018391	32843	correct
264842	286235	47	21437	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_112_length_32818_cov_213.301865	99.41		True
local misassembly
286332	297107	22039	32818	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_112_length_32818_cov_213.301865	99.24		True
CONTIG	NODE_112_length_32818_cov_213.301865	32818	correct
575736	608061	32326	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_113_length_32326_cov_107.768492	99.95		True
CONTIG	NODE_113_length_32326_cov_107.768492	32326	correct
789699	789917	14778	14562	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_114_length_31636_cov_90.709129	90.41		True
CONTIG	NODE_114_length_31636_cov_90.709129	31636	correct_unaligned
2070219	2101799	1	31581	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_115_length_31581_cov_128.928662	100.0		True
CONTIG	NODE_115_length_31581_cov_128.928662	31581	correct
4177055	4207897	1	30843	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_116_length_30843_cov_98.792484	100.0		True
CONTIG	NODE_116_length_30843_cov_98.792484	30843	correct
2171452	2201550	1	30099	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_117_length_30111_cov_123.733730	99.72		True
CONTIG	NODE_117_length_30111_cov_123.733730	30111	correct
4296344	4325987	29646	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_118_length_29646_cov_102.719340	99.99		True
CONTIG	NODE_118_length_29646_cov_102.719340	29646	correct
3622784	3652084	29301	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_119_length_29301_cov_89.760719	99.96		True
CONTIG	NODE_119_length_29301_cov_89.760719	29301	correct
CONTIG	NODE_120_length_29014_cov_1172.880590	29014	unaligned
5585585	5612211	4	26631	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_121_length_26881_cov_225.694513	99.59		True
CONTIG	NODE_121_length_26881_cov_225.694513	26881	correct
3906770	3933406	26690	54	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_122_length_26744_cov_102.024767	100.0		True
CONTIG	NODE_122_length_26744_cov_102.024767	26744	correct
1645024	1671394	217	26588	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_123_length_26612_cov_157.290997	99.59		True
CONTIG	NODE_123_length_26612_cov_157.290997	26612	correct
1754947	1780550	25604	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_124_length_25604_cov_135.447063	100.0		True
CONTIG	NODE_124_length_25604_cov_135.447063	25604	correct
3737136	3762318	53	25235	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_125_length_25235_cov_131.682645	100.0		True
CONTIG	NODE_125_length_25235_cov_131.682645	25235	correct
62430	68711	6407	126	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_126_length_24935_cov_130.699196	99.51		True
local misassembly
56084	63140	13457	6409	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_126_length_24935_cov_130.699196	98.67		True
local misassembly
54050	54839	15233	14444	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_126_length_24935_cov_130.699196	98.99		True
local misassembly
44247	53082	24935	16100	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_126_length_24935_cov_130.699196	98.97		True
CONTIG	NODE_126_length_24935_cov_130.699196	24935	correct
291351	315283	23933	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_127_length_23933_cov_59.504984	100.0		True
CONTIG	NODE_127_length_23933_cov_59.504984	23933	correct
316429	339810	23382	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_128_length_23382_cov_75.477258	100.0		True
CONTIG	NODE_128_length_23382_cov_75.477258	23382	correct
865244	887058	1	21815	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_129_length_21815_cov_232.867188	100.0		True
CONTIG	NODE_129_length_21815_cov_232.867188	21815	correct
4646007	4658246	1	12241	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_130_length_20839_cov_165.541859	99.37		True
relocation, inconsistency = -5159
4658362	4661630	17516	20784	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_130_length_20839_cov_165.541859	99.39		True
CONTIG	NODE_130_length_20839_cov_165.541859	20839	misassembled
4777689	4784374	6686	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_131_length_17526_cov_176.410623	99.79		True
relocation, inconsistency = -2071
4768920	4779759	17526	6687	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_131_length_17526_cov_176.410623	99.7		True
CONTIG	NODE_131_length_17526_cov_176.410623	17526	misassembled
1634968	1651141	16229	56	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_132_length_16229_cov_64.268703	99.93		True
CONTIG	NODE_132_length_16229_cov_64.268703	16229	correct
244827	260600	1	15791	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_133_length_15823_cov_169.369102	99.63		True
CONTIG	NODE_133_length_15823_cov_169.369102	15823	correct
14789	30249	1	15461	NC_000964.3_NC_000964.3	NODE_134_length_15461_cov_36.218097	100.0		True
CONTIG	NODE_134_length_15461_cov_36.218097	15461	correct
CONTIG	NODE_135_length_15419_cov_1846.657902	15419	unaligned
2762803	2766330	1	3492	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_136_length_14618_cov_284.592254	96.75		True
local misassembly
2767292	2777471	4439	14618	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_136_length_14618_cov_284.592254	99.17		True
CONTIG	NODE_136_length_14618_cov_284.592254	14618	correct
2290059	2304514	1	14456	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_137_length_14456_cov_86.018054	100.0		True
CONTIG	NODE_137_length_14456_cov_86.018054	14456	correct
CONTIG	NODE_138_length_14251_cov_53.894900	14251	unaligned
1080891	1094298	13408	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_139_length_13408_cov_64.657755	100.0		True
CONTIG	NODE_139_length_13408_cov_64.657755	13408	correct
3653182	3666259	13078	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_140_length_13078_cov_63.259771	100.0		True
CONTIG	NODE_140_length_13078_cov_63.259771	13078	correct
1981068	1993849	1	12782	NC_000964.3_NC_000964.3	NODE_141_length_12782_cov_61.062073	100.0		True
CONTIG	NODE_141_length_12782_cov_61.062073	12782	correct
4660610	4672822	1	12212	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_142_length_12259_cov_119.595051	99.39		True
CONTIG	NODE_142_length_12259_cov_119.595051	12259	correct
1069959	1081507	11575	27	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_143_length_11575_cov_163.120833	100.0		True
CONTIG	NODE_143_length_11575_cov_163.120833	11575	correct
279878	290688	1	10811	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_144_length_10811_cov_110.928691	100.0		True
CONTIG	NODE_144_length_10811_cov_110.928691	10811	correct
1629625	1639134	1	9510	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_145_length_9564_cov_144.874014	99.99		True
CONTIG	NODE_145_length_9564_cov_144.874014	9564	correct
382540	391762	1	9223	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_146_length_9223_cov_62.475458	100.0		True
CONTIG	NODE_146_length_9223_cov_62.475458	9223	correct
1097348	1105380	1	8033	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_147_length_8086_cov_74.430457	100.0		True
CONTIG	NODE_147_length_8086_cov_74.430457	8086	correct
4499458	4507512	8056	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_148_length_8056_cov_69.322960	99.95		True
CONTIG	NODE_148_length_8056_cov_69.322960	8056	correct
688997	696808	7812	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_149_length_7812_cov_100.647157	100.0		True
CONTIG	NODE_149_length_7812_cov_100.647157	7812	correct
567981	574640	6660	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_150_length_6660_cov_45.480242	100.0		True
CONTIG	NODE_150_length_6660_cov_45.480242	6660	correct
1812506	1818734	6232	4	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_151_length_6248_cov_116.125141	100.0		True
CONTIG	NODE_151_length_6248_cov_116.125141	6248	correct
4714401	4720087	1	5699	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_152_length_5699_cov_220.375797	98.95	True	True
2071296	2076982	1	5699	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_152_length_5699_cov_220.375797	98.42	True	True
CONTIG	NODE_152_length_5699_cov_220.375797	5699	ambiguous
6039575	6045268	5696	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_153_length_5696_cov_274.948768	98.93	True	True
5264091	5269784	5696	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_153_length_5696_cov_274.948768	98.91	True	True
721572	727265	1	5696	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_153_length_5696_cov_274.948768	98.91	True	True
4788565	4794256	5696	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_153_length_5696_cov_274.948768	98.88	True	True
CONTIG	NODE_153_length_5696_cov_274.948768	5696	ambiguous
2515563	2521251	1	5691	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_154_length_5691_cov_69.422818	99.46		True
CONTIG	NODE_154_length_5691_cov_69.422818	5691	correct
1748190	1753749	1	5560	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_155_length_5560_cov_100.205086	100.0	True	True
2402080	2407639	1	5560	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_155_length_5560_cov_100.205086	99.98	True	True
CONTIG	NODE_155_length_5560_cov_100.205086	5560	ambiguous
CONTIG	NODE_156_length_4532_cov_4299.237212	4532	unaligned
